Date Time,SamplePacin,BottleNum,TimeToSampl,AliquotNum,Level_950,Vel_950,Flow_950,TotFlow_950,Battery_950,Level_PT,Flow _PT
MM/dd/yyyy hh:mm:ss,min,,min,ali,in,fps,cfs,cf,V,in,cfs
12/23/2020 16:50:00,,,,,,,0.00,,,,
12/23/2020 16:50:20,,,,,1.16,,,,,,
12/23/2020 16:50:40,,,,,,0.00,,,,,
12/23/2020 16:53:40,,,-99999,,,,,,,,
12/23/2020 16:54:00,12,-99999,-99999,-99999,-99999.00,-99999.00,-99999,215926.00,,2.02,-99999.000
12/23/2020 16:55:00,10,1,-99999,-99999,1.20,0.00,0.000,215926.00,,2.01,-99999.000
12/23/2020 16:56:00,10,1,-99999,-99999,1.16,0.00,0.000,215926.00,,2.04,-99999.000
12/23/2020 16:57:00,10,1,-99999,-99999,1.20,0.00,0.000,215926.00,,1.99,-99999.000
12/23/2020 16:58:00,10,1,-99999,-99999,1.20,0.00,0.000,215926.00,,2.02,-99999.000
12/23/2020 16:59:00,10,1,-99999,-99999,1.20,0.00,0.000,215926.00,12.81,2.02,0.000
12/23/2020 17:00:00,10,1,10,0,1.20,0.00,0.000,215926.00,12.83,2.02,0.000
12/23/2020 17:01:00,10,1,10,0,1.11,0.00,0.000,215926.00,,2.03,0.000
12/23/2020 17:02:00,10,1,10,0,1.20,0.00,0.000,215926.00,,2.00,0.000
12/23/2020 17:03:00,10,1,10,0,1.20,0.00,0.000,215926.00,,1.99,0.000
12/23/2020 17:04:00,20,1,10,0,1.16,0.00,0.000,215926.00,,2.02,0.000
12/23/2020 17:05:00,20,1,10,0,1.20,0.00,0.000,215926.00,,2.02,0.000
12/23/2020 17:06:00,20,1,10,0,1.20,0.00,0.000,215926.00,,2.03,0.000
12/23/2020 17:07:00,20,1,10,0,1.16,0.00,0.000,215926.00,,2.00,0.000
12/23/2020 17:08:00,20,1,10,0,1.20,0.00,0.000,215926.00,,2.02,0.000
12/23/2020 17:09:00,20,1,10,0,0.26,0.00,0.000,215926.00,,2.01,0.000
12/23/2020 17:10:00,20,1,10,0,0.26,0.00,0.000,215926.00,,2.00,0.000
12/23/2020 17:11:00,20,1,10,0,1.16,0.00,0.000,215926.00,,2.02,0.000
12/23/2020 17:12:00,20,1,10,0,1.16,0.00,0.000,215926.00,,2.02,0.000
12/23/2020 17:13:00,20,1,10,0,1.20,0.00,0.000,215926.00,,2.03,0.000
12/23/2020 17:14:00,20,1,10,0,1.16,0.00,0.000,215926.00,,2.00,0.000
12/23/2020 17:15:00,20,1,10,0,1.20,0.00,0.000,215926.00,,2.01,0.000
12/23/2020 17:16:00,20,1,10,0,1.07,0.00,0.000,215926.00,,2.02,0.000
12/23/2020 17:17:00,20,1,10,0,1.20,0.00,0.000,215926.00,,2.00,0.000
12/23/2020 17:18:00,20,1,10,0,1.20,0.00,0.000,215926.00,,2.01,0.000
12/23/2020 17:19:00,20,1,10,0,1.20,0.00,0.000,215926.00,,2.01,0.000
12/23/2020 17:20:00,20,1,10,0,1.20,0.00,0.000,215926.00,,2.02,0.000
12/23/2020 17:21:00,20,1,10,0,1.16,0.00,0.000,215926.00,,2.02,0.000
12/23/2020 17:22:00,20,1,10,0,1.20,0.00,0.000,215926.00,,2.01,0.000
12/23/2020 17:23:00,20,1,10,0,1.20,0.00,0.000,215926.00,,2.00,0.000
12/23/2020 17:24:00,20,1,10,0,1.16,0.00,0.000,215926.00,,2.02,0.000
12/23/2020 17:25:00,20,1,10,0,1.20,0.00,0.000,215926.00,,2.06,0.000
12/23/2020 17:26:00,20,1,10,0,1.20,0.00,0.000,215926.00,,2.06,0.000
12/23/2020 17:27:00,20,1,10,0,1.11,0.00,0.000,215926.00,,2.06,0.000
12/23/2020 17:28:00,20,1,10,0,1.24,0.00,0.000,215926.00,,2.06,0.000
12/23/2020 17:29:00,20,1,10,0,1.24,0.00,0.000,215926.00,,2.05,0.000
12/23/2020 17:30:00,20,1,10,0,1.24,0.00,0.000,215926.00,,2.05,0.000
12/23/2020 17:31:00,20,1,10,0,1.16,0.00,0.000,215926.00,,2.04,0.000
12/23/2020 17:32:00,20,1,10,0,1.24,0.00,0.000,215926.00,,2.03,0.000
12/23/2020 17:33:00,20,1,10,0,1.20,0.00,0.000,215926.00,,2.02,0.000
12/23/2020 17:34:00,20,1,10,0,1.20,0.00,0.000,215926.00,,2.02,0.000
12/23/2020 17:35:00,20,1,10,0,1.20,0.00,0.000,215926.00,,2.05,0.000
12/23/2020 17:36:00,20,1,10,0,1.16,0.00,0.000,215926.00,,2.02,0.000
12/23/2020 17:37:00,20,1,10,0,1.20,0.00,0.000,215926.00,,2.02,0.000
12/23/2020 17:38:00,20,1,10,0,1.20,0.00,0.000,215926.00,,2.02,0.000
12/23/2020 17:39:00,20,1,10,0,1.20,0.00,0.000,215926.00,,2.02,0.000
12/23/2020 17:40:00,20,1,10,0,1.20,0.00,0.000,215926.00,,2.01,0.000
12/23/2020 17:41:00,20,1,10,0,1.11,0.00,0.000,215926.00,,2.03,0.000
12/23/2020 17:42:00,20,1,10,0,1.20,0.00,0.000,215926.00,,2.02,0.000
12/23/2020 17:43:00,20,1,10,0,1.11,0.00,0.000,215926.00,,2.02,0.000
12/23/2020 17:44:00,20,1,10,0,1.20,0.00,0.000,215926.00,,2.02,0.000
12/23/2020 17:45:00,20,1,10,0,1.07,0.00,0.000,215926.00,,2.04,0.000
12/23/2020 17:46:00,20,1,10,0,1.07,0.00,0.000,215926.00,,2.01,0.000
12/23/2020 17:47:00,20,1,10,0,1.16,0.00,0.000,215926.00,,2.01,0.000
12/23/2020 17:48:00,20,1,10,0,1.20,0.00,0.000,215926.00,,2.04,0.000
12/23/2020 17:49:00,20,1,10,0,1.20,0.00,0.000,215926.00,,2.03,0.000
12/23/2020 17:50:00,20,1,10,0,1.24,0.00,0.000,215926.00,,2.05,0.000
12/23/2020 17:51:00,20,1,10,0,1.20,0.00,0.000,215926.00,,2.05,0.000
12/23/2020 17:52:00,20,1,10,0,1.24,0.00,0.000,215926.00,,2.03,0.000
12/23/2020 17:53:00,20,1,10,0,1.24,0.00,0.000,215926.00,,2.04,0.000
12/23/2020 17:54:00,20,1,10,0,1.20,0.00,0.000,215926.00,,2.06,0.000
12/23/2020 17:55:00,20,1,10,0,1.20,0.00,0.000,215926.00,,2.02,0.000
12/23/2020 17:56:00,20,1,10,0,1.20,0.00,0.000,215926.00,,2.01,0.000
12/23/2020 17:57:00,20,1,10,0,1.16,0.00,0.000,215926.00,,2.01,0.000
12/23/2020 17:58:00,20,1,10,0,1.20,0.00,0.000,215926.00,,2.02,0.000
12/23/2020 17:59:00,20,1,10,0,1.11,0.00,0.000,215926.00,,2.02,0.000
12/23/2020 18:00:00,20,1,10,0,1.24,0.00,0.000,215926.00,12.87,2.03,0.000
12/23/2020 18:01:00,20,1,10,0,1.20,0.00,0.000,215926.00,,2.02,0.000
12/23/2020 18:02:00,20,1,10,0,1.20,0.00,0.000,215926.00,,2.01,0.000
12/23/2020 18:03:00,20,1,10,0,1.20,0.00,0.000,215926.00,,2.02,0.000
12/23/2020 18:04:00,20,1,10,0,1.20,0.00,0.000,215926.00,,2.02,0.000
12/23/2020 18:05:00,20,1,10,0,1.20,0.00,0.000,215926.00,,2.01,0.000
12/23/2020 18:06:00,20,1,10,0,1.20,0.00,0.000,215926.00,,2.02,0.000
12/23/2020 18:07:00,20,1,10,0,1.20,0.00,0.000,215926.00,,2.02,0.000
12/23/2020 18:08:00,20,1,10,0,1.20,0.00,0.000,215926.00,,2.02,0.000
12/23/2020 18:09:00,20,1,10,0,1.07,0.00,0.000,215926.00,,2.01,0.000
12/23/2020 18:10:00,20,1,10,0,1.20,0.00,0.000,215926.00,,2.03,0.000
12/23/2020 18:11:00,20,1,10,0,1.20,0.00,0.000,215926.00,,2.01,0.000
12/23/2020 18:12:00,20,1,10,0,1.20,0.00,0.000,215926.00,,2.00,0.000
12/23/2020 18:13:00,20,1,10,0,1.20,0.00,0.000,215926.00,,2.02,0.000
12/23/2020 18:14:00,20,1,10,0,1.20,0.00,0.000,215926.00,,2.03,0.000
12/23/2020 18:15:00,20,1,10,0,1.20,0.00,0.000,215926.00,,2.02,0.000
12/23/2020 18:16:00,20,1,10,0,1.16,0.00,0.000,215926.00,,2.02,0.000
12/23/2020 18:17:00,20,1,10,0,1.20,0.00,0.000,215926.00,,2.01,0.000
12/23/2020 18:18:00,20,1,10,0,1.20,0.00,0.000,215926.00,,2.02,0.000
12/23/2020 18:19:00,20,1,10,0,1.16,0.00,0.000,215926.00,,2.04,0.000
12/23/2020 18:20:00,20,1,10,0,1.20,0.00,0.000,215926.00,,2.02,0.000
12/23/2020 18:21:00,20,1,10,0,1.20,0.00,0.000,215926.00,,2.01,0.000
12/23/2020 18:22:00,20,1,10,0,1.20,0.00,0.000,215926.00,,2.01,0.000
12/23/2020 18:23:00,20,1,10,0,1.20,0.00,0.000,215926.00,,2.00,0.000
12/23/2020 18:24:00,20,1,10,0,1.20,0.00,0.000,215926.00,,2.00,0.000
12/23/2020 18:25:00,20,1,10,0,1.20,0.00,0.000,215926.00,,2.02,0.000
12/23/2020 18:26:00,20,1,10,0,1.20,0.00,0.000,215926.00,,2.02,0.000
12/23/2020 18:27:00,20,1,10,0,1.20,0.00,0.000,215926.00,,2.00,0.000
12/23/2020 18:28:00,20,1,10,0,1.16,0.00,0.000,215926.00,,2.00,0.000
12/23/2020 18:29:00,20,1,10,0,1.20,0.00,0.000,215926.00,,2.04,0.000
12/23/2020 18:30:00,20,1,10,0,1.20,0.00,0.000,215926.00,,2.02,0.000
12/23/2020 18:31:00,20,1,10,0,1.07,0.00,0.000,215926.00,,2.02,0.000
12/23/2020 18:32:00,20,1,10,0,1.16,0.00,0.000,215926.00,,2.03,0.000
12/23/2020 18:33:00,20,1,10,0,1.20,0.00,0.000,215926.00,,2.01,0.000
12/23/2020 18:34:00,20,1,10,0,1.07,0.00,0.000,215926.00,,2.02,0.000
12/23/2020 18:35:00,20,1,10,0,1.20,0.00,0.000,215926.00,,2.02,0.000
12/23/2020 18:36:00,20,1,10,0,1.20,0.00,0.000,215926.00,,2.01,0.000
12/23/2020 18:37:00,20,1,10,0,1.20,0.00,0.000,215926.00,,2.03,0.000
12/23/2020 18:38:00,20,1,10,0,1.20,0.00,0.000,215926.00,,2.01,0.000
12/23/2020 18:39:00,20,1,10,0,1.20,0.00,0.000,215926.00,,2.01,0.000
12/23/2020 18:40:00,20,1,10,0,1.20,0.00,0.000,215926.00,,2.02,0.000
12/23/2020 18:41:00,20,1,10,0,1.20,0.00,0.000,215926.00,,2.00,0.000
12/23/2020 18:42:00,20,1,10,0,1.11,0.00,0.000,215926.00,,2.01,0.000
12/23/2020 18:43:00,20,1,10,0,1.20,0.00,0.000,215926.00,,2.01,0.000
12/23/2020 18:44:00,20,1,10,0,1.20,0.00,0.000,215926.00,,2.02,0.000
12/23/2020 18:45:00,20,1,10,0,1.20,0.00,0.000,215926.00,,2.01,0.000
12/23/2020 18:46:00,20,1,10,0,1.20,0.00,0.000,215926.00,,2.13,0.000
12/23/2020 18:47:00,20,1,10,0,1.20,0.00,0.000,215926.00,,2.05,0.000
12/23/2020 18:48:00,20,1,10,0,1.20,0.00,0.000,215926.00,,2.05,0.000
12/23/2020 18:49:00,20,1,10,0,1.20,0.00,0.000,215926.00,,2.08,0.000
12/23/2020 18:50:00,20,1,10,0,1.20,0.00,0.000,215926.00,,2.09,0.000
12/23/2020 18:51:00,20,1,10,0,1.16,0.00,0.000,215926.00,,2.07,0.000
12/23/2020 18:52:00,20,1,10,0,1.20,0.00,0.000,215926.00,,2.04,0.000
12/23/2020 18:53:00,20,1,10,0,1.20,0.00,0.000,215926.00,,2.02,0.000
12/23/2020 18:54:00,20,1,10,0,1.20,0.00,0.000,215926.00,,2.04,0.000
12/23/2020 18:55:00,20,1,10,0,1.11,0.00,0.000,215926.00,,1.87,0.000
12/23/2020 18:56:00,20,1,10,0,1.16,0.00,0.000,215926.00,,2.21,0.000
12/23/2020 18:57:00,20,1,10,0,1.20,0.00,0.000,215926.00,,2.15,0.000
12/23/2020 18:58:00,20,1,10,0,1.16,0.00,0.000,215926.00,,2.15,0.000
12/23/2020 18:59:00,20,1,10,0,1.16,0.00,0.000,215926.00,,2.15,0.000
12/23/2020 19:00:00,20,1,10,0,1.11,0.00,0.000,215926.00,12.85,2.14,0.000
12/23/2020 19:01:00,20,1,10,0,1.20,0.00,0.000,215926.00,,2.09,0.000
12/23/2020 19:02:00,20,1,10,0,1.20,0.00,0.000,215926.00,,2.16,0.000
12/23/2020 19:03:00,20,1,10,0,1.20,0.00,0.000,215926.00,,2.16,0.000
12/23/2020 19:04:00,20,1,10,0,1.20,0.00,0.000,215926.00,,2.24,0.000
12/23/2020 19:05:00,20,1,10,0,1.16,0.00,0.000,215926.00,,2.22,0.000
12/23/2020 19:06:00,20,1,10,0,1.11,0.00,0.000,215926.00,,2.11,0.000
12/23/2020 19:07:00,20,1,10,0,1.20,0.00,0.000,215926.00,,2.10,0.000
12/23/2020 19:08:00,20,1,10,0,1.20,0.00,0.000,215926.00,,2.08,0.000
12/23/2020 19:09:00,20,1,10,0,1.16,0.00,0.000,215926.00,,2.13,0.000
12/23/2020 19:10:00,20,1,10,0,1.20,0.00,0.000,215926.00,,2.13,0.000
12/23/2020 19:11:00,20,1,10,0,1.16,0.00,0.000,215926.00,,2.10,0.000
12/23/2020 19:12:00,20,1,10,0,1.20,0.00,0.000,215926.00,,2.10,0.000
12/23/2020 19:13:00,20,1,10,0,1.20,0.00,0.000,215926.00,,2.10,0.000
12/23/2020 19:14:00,20,1,10,0,1.16,0.00,0.000,215926.00,,2.09,0.000
12/23/2020 19:15:00,20,1,10,0,1.20,0.00,0.000,215926.00,,2.09,0.000
12/23/2020 19:16:00,20,1,10,0,1.16,0.00,0.000,215926.00,,2.06,0.000
12/23/2020 19:17:00,20,1,10,0,1.20,0.00,0.000,215926.00,,2.03,0.000
12/23/2020 19:18:00,20,1,10,0,1.20,0.00,0.000,215926.00,,2.08,0.000
12/23/2020 19:19:00,20,1,10,0,1.20,0.00,0.000,215926.00,,2.06,0.000
12/23/2020 19:20:00,20,1,10,0,1.20,0.00,0.000,215926.00,,2.12,0.000
12/23/2020 19:21:00,20,1,10,0,1.16,0.00,0.000,215926.00,,2.08,0.000
12/23/2020 19:22:00,20,1,10,0,1.20,0.00,0.000,215926.00,,2.08,0.000
12/23/2020 19:23:00,20,1,10,0,1.20,0.00,0.000,215926.00,,2.10,0.000
12/23/2020 19:24:00,20,1,10,0,1.16,0.00,0.000,215926.00,,2.15,0.000
12/23/2020 19:25:00,20,1,10,0,1.20,0.00,0.000,215926.00,,2.10,0.000
12/23/2020 19:26:00,20,1,10,0,1.16,0.00,0.000,215926.00,,2.10,0.000
12/23/2020 19:27:00,20,1,10,0,1.20,0.00,0.000,215926.00,,2.07,0.000
12/23/2020 19:28:00,20,1,10,0,1.20,0.00,0.000,215926.00,,2.10,0.000
12/23/2020 19:29:00,20,1,10,0,1.16,0.00,0.000,215926.00,,2.09,0.000
12/23/2020 19:30:00,20,1,10,0,1.11,0.00,0.000,215926.00,,2.12,0.000
12/23/2020 19:31:00,20,1,10,0,1.07,0.00,0.000,215926.00,,2.09,0.000
12/23/2020 19:32:00,20,1,10,0,1.20,0.00,0.000,215926.00,,2.09,0.000
12/23/2020 19:33:00,20,1,10,0,1.20,0.00,0.000,215926.00,,2.10,0.000
12/23/2020 19:34:00,20,1,10,0,1.16,0.00,0.000,215926.00,,2.10,0.000
12/23/2020 19:35:00,20,1,10,0,1.20,0.00,0.000,215926.00,,2.18,0.000
12/23/2020 19:36:00,20,1,10,0,1.16,0.00,0.000,215926.00,,2.13,0.000
12/23/2020 19:37:00,20,1,10,0,1.20,0.00,0.000,215926.00,,2.13,0.000
12/23/2020 19:38:00,20,1,10,0,1.16,0.00,0.000,215926.00,,2.13,0.000
12/23/2020 19:39:00,20,1,10,0,1.16,0.00,0.000,215926.00,,2.09,0.000
12/23/2020 19:40:00,20,1,10,0,1.20,0.00,0.000,215926.00,,2.13,0.000
12/23/2020 19:41:00,20,1,10,0,1.11,0.00,0.000,215926.00,,2.07,0.000
12/23/2020 19:42:00,20,1,10,0,1.11,0.00,0.000,215926.00,,2.13,0.000
12/23/2020 19:43:00,20,1,10,0,1.20,0.00,0.000,215926.00,,2.09,0.000
12/23/2020 19:44:00,20,1,10,0,1.16,0.00,0.000,215926.00,,2.07,0.000
12/23/2020 19:45:00,20,1,10,0,1.20,0.00,0.000,215926.00,,2.09,0.000
12/23/2020 19:46:00,20,1,10,0,1.16,0.00,0.000,215926.00,,2.03,0.000
12/23/2020 19:47:00,20,1,10,0,1.11,0.00,0.000,215926.00,,2.14,0.000
12/23/2020 19:48:00,20,1,10,0,1.16,0.00,0.000,215926.00,,2.10,0.000
12/23/2020 19:49:00,20,1,10,0,1.11,0.00,0.000,215926.00,,2.10,0.000
12/23/2020 19:50:00,20,1,10,0,1.20,0.00,0.000,215926.00,,2.15,0.000
12/23/2020 19:51:00,20,1,10,0,1.16,0.00,0.000,215926.00,,2.13,0.000
12/23/2020 19:52:00,20,1,10,0,1.11,0.00,0.000,215926.00,,2.10,0.000
12/23/2020 19:53:00,20,1,10,0,1.20,0.00,0.000,215926.00,,2.14,0.000
12/23/2020 19:54:00,20,1,10,0,1.11,0.00,0.000,215926.00,,2.10,0.000
12/23/2020 19:55:00,20,1,10,0,1.20,0.00,0.000,215926.00,,2.04,0.000
12/23/2020 19:56:00,20,1,10,0,1.16,0.00,0.000,215926.00,,2.04,0.000
12/23/2020 19:57:00,20,1,10,0,1.20,0.00,0.000,215926.00,,2.06,0.000
12/23/2020 19:58:00,20,1,10,0,1.20,0.00,0.000,215926.00,,2.04,0.000
12/23/2020 19:59:00,20,1,10,0,1.07,0.00,0.000,215926.00,,2.09,0.000
12/23/2020 20:00:00,20,1,10,0,1.16,0.00,0.000,215926.00,12.83,2.07,0.000
12/23/2020 20:01:00,20,1,10,0,1.16,0.00,0.000,215926.00,,2.08,0.000
12/23/2020 20:02:00,20,1,10,0,1.16,0.00,0.000,215926.00,,2.05,0.000
12/23/2020 20:03:00,20,1,10,0,1.16,0.00,0.000,215926.00,,2.06,0.000
12/23/2020 20:04:00,20,1,10,0,1.16,0.00,0.000,215926.00,,2.03,0.000
12/23/2020 20:05:00,20,1,10,0,1.16,0.00,0.000,215926.00,,2.02,0.000
12/23/2020 20:06:00,20,1,10,0,1.16,0.00,0.000,215926.00,,2.04,0.000
12/23/2020 20:07:00,20,1,10,0,1.07,0.00,0.000,215926.00,,2.06,0.000
12/23/2020 20:08:00,20,1,10,0,1.20,0.00,0.000,215926.00,,2.07,0.000
12/23/2020 20:09:00,20,1,10,0,1.16,0.00,0.000,215926.00,,2.06,0.000
12/23/2020 20:10:00,20,1,10,0,1.20,0.00,0.000,215926.00,,2.07,0.000
12/23/2020 20:11:00,20,1,10,0,1.16,0.00,0.000,215926.00,,2.06,0.000
12/23/2020 20:12:00,20,1,10,0,1.16,0.00,0.000,215926.00,,2.08,0.000
12/23/2020 20:13:00,20,1,10,0,1.11,0.00,0.000,215926.00,,2.05,0.000
12/23/2020 20:14:00,20,1,10,0,1.16,0.00,0.000,215926.00,,2.06,0.000
12/23/2020 20:15:00,20,1,10,0,1.16,0.00,0.000,215926.00,,2.07,0.000
12/23/2020 20:16:00,20,1,10,0,1.20,0.00,0.000,215926.00,,2.12,0.000
12/23/2020 20:17:00,20,1,10,0,1.20,0.00,0.000,215926.00,,2.06,0.000
12/23/2020 20:18:00,20,1,10,0,1.20,0.00,0.000,215926.00,,2.06,0.000
12/23/2020 20:19:00,20,1,10,0,1.20,0.00,0.000,215926.00,,2.07,0.000
12/23/2020 20:20:00,20,1,10,0,1.20,0.00,0.000,215926.00,,2.07,0.000
12/23/2020 20:21:00,20,1,10,0,1.16,0.00,0.000,215926.00,,2.08,0.000
12/23/2020 20:22:00,20,1,10,0,1.20,0.00,0.000,215926.00,,2.06,0.000
12/23/2020 20:23:00,20,1,10,0,1.16,0.00,0.000,215926.00,,2.07,0.000
12/23/2020 20:24:00,20,1,10,0,1.11,0.00,0.000,215926.00,,2.08,0.000
12/23/2020 20:25:00,20,1,10,0,1.24,0.00,0.000,215926.00,,2.29,0.000
12/23/2020 20:26:00,20,1,10,0,1.24,0.00,0.000,215926.00,,2.06,0.000
12/23/2020 20:27:00,20,1,10,0,1.16,0.00,0.000,215926.00,,2.07,0.000
12/23/2020 20:28:00,20,1,10,0,1.20,0.00,0.000,215926.00,,2.06,0.000
12/23/2020 20:29:00,20,1,10,0,1.16,0.00,0.000,215926.00,,2.04,0.000
12/23/2020 20:30:00,20,1,10,0,1.20,0.00,0.000,215926.00,,2.06,0.000
12/23/2020 20:31:00,20,1,10,0,1.20,0.00,0.000,215926.00,,2.06,0.000
12/23/2020 20:32:00,20,1,10,0,1.20,0.00,0.000,215926.00,,2.05,0.000
12/23/2020 20:33:00,20,1,10,0,1.11,0.00,0.000,215926.00,,2.07,0.000
12/23/2020 20:34:00,20,1,10,0,1.20,0.00,0.000,215926.00,,2.07,0.000
12/23/2020 20:35:00,20,1,10,0,1.20,0.00,0.000,215926.00,,2.05,0.000
12/23/2020 20:36:00,20,1,10,0,1.20,0.00,0.000,215926.00,,2.04,0.000
12/23/2020 20:37:00,20,1,10,0,1.24,0.00,0.000,215926.00,,2.06,0.000
12/23/2020 20:38:00,20,1,10,0,1.11,0.00,0.000,215926.00,,2.06,0.000
12/23/2020 20:39:00,20,1,10,0,1.20,0.00,0.000,215926.00,,2.03,0.000
12/23/2020 20:40:00,20,1,10,0,1.24,0.00,0.000,215926.00,,2.05,0.000
12/23/2020 20:41:00,20,1,10,0,1.24,0.00,0.000,215926.00,,2.04,0.000
12/23/2020 20:42:00,20,1,10,0,1.11,0.00,0.000,215926.00,,2.05,0.000
12/23/2020 20:43:00,20,1,10,0,1.24,0.00,0.000,215926.00,,2.07,0.000
12/23/2020 20:44:00,20,1,10,0,1.20,0.00,0.000,215926.00,,2.05,0.000
12/23/2020 20:45:00,20,1,10,0,1.24,0.00,0.000,215926.00,,2.04,0.000
12/23/2020 20:46:00,20,1,10,0,1.11,0.00,0.000,215926.00,,2.06,0.000
12/23/2020 20:47:00,20,1,10,0,1.20,0.00,0.000,215926.00,,2.06,0.000
12/23/2020 20:48:00,20,1,10,0,1.20,0.00,0.000,215926.00,,2.07,0.000
12/23/2020 20:49:00,20,1,10,0,1.24,0.00,0.000,215926.00,,2.04,0.000
12/23/2020 20:50:00,20,1,10,0,1.24,0.00,0.000,215926.00,,2.04,0.000
12/23/2020 20:51:00,20,1,10,0,1.24,0.00,0.000,215926.00,,2.06,0.000
12/23/2020 20:52:00,20,1,10,0,1.24,0.00,0.000,215926.00,,2.06,0.000
12/23/2020 20:53:00,20,1,10,0,1.24,0.00,0.000,215926.00,,2.04,0.000
12/23/2020 20:54:00,20,1,10,0,1.24,0.00,0.000,215926.00,,2.04,0.000
12/23/2020 20:55:00,20,1,10,0,1.24,0.00,0.000,215926.00,,2.05,0.000
12/23/2020 20:56:00,20,1,10,0,1.24,0.00,0.000,215926.00,,2.07,0.000
12/23/2020 20:57:00,20,1,10,0,1.24,0.00,0.000,215926.00,,2.12,0.000
12/23/2020 20:58:00,20,1,10,0,1.24,0.00,0.000,215926.00,,2.07,0.000
12/23/2020 20:59:00,20,1,10,0,1.20,0.00,0.000,215926.00,,2.07,0.000
12/23/2020 21:00:00,20,1,10,0,1.24,0.00,0.000,215926.00,12.81,2.02,0.000
12/23/2020 21:01:00,20,1,10,0,1.24,0.00,0.000,215926.00,,2.05,0.000
12/23/2020 21:02:00,20,1,10,0,1.16,0.00,0.000,215926.00,,2.05,0.000
12/23/2020 21:03:00,20,1,10,0,1.24,0.00,0.000,215926.00,,2.06,0.000
12/23/2020 21:04:00,20,1,10,0,1.20,0.00,0.000,215926.00,,2.06,0.000
12/23/2020 21:05:00,20,1,10,0,1.24,0.00,0.000,215926.00,,2.04,0.000
12/23/2020 21:06:00,20,1,10,0,1.24,0.00,0.000,215926.00,,2.05,0.000
12/23/2020 21:07:00,20,1,10,0,1.20,0.00,0.000,215926.00,,2.04,0.000
12/23/2020 21:08:00,20,1,10,0,1.24,0.00,0.000,215926.00,,2.04,0.000
12/23/2020 21:09:00,20,1,10,0,1.20,0.00,0.000,215926.00,,2.05,0.000
12/23/2020 21:10:00,20,1,10,0,1.24,0.00,0.000,215926.00,,2.04,0.000
12/23/2020 21:11:00,20,1,10,0,1.16,0.00,0.000,215926.00,,2.05,0.000
12/23/2020 21:12:00,20,1,10,0,1.20,0.00,0.000,215926.00,,2.05,0.000
12/23/2020 21:13:00,20,1,10,0,1.11,0.00,0.000,215926.00,,2.04,0.000
12/23/2020 21:14:00,20,1,10,0,1.24,0.00,0.000,215926.00,,2.06,0.000
12/23/2020 21:15:00,20,1,10,0,1.24,0.00,0.000,215926.00,,2.07,0.000
12/23/2020 21:16:00,20,1,10,0,1.11,0.00,0.000,215926.00,,2.04,0.000
12/23/2020 21:17:00,20,1,10,0,1.24,0.00,0.000,215926.00,,2.05,0.000
12/23/2020 21:18:00,20,1,10,0,1.24,0.00,0.000,215926.00,,2.05,0.000
12/23/2020 21:19:00,20,1,10,0,1.20,0.00,0.000,215926.00,,2.04,0.000
12/23/2020 21:20:00,20,1,10,0,1.20,0.00,0.000,215926.00,,2.07,0.000
12/23/2020 21:21:00,20,1,10,0,1.20,0.00,0.000,215926.00,,2.06,0.000
12/23/2020 21:22:00,20,1,10,0,1.24,0.00,0.000,215926.00,,2.05,0.000
12/23/2020 21:23:00,20,1,10,0,1.24,0.00,0.000,215926.00,,2.06,0.000
12/23/2020 21:24:00,20,1,10,0,1.11,0.00,0.000,215926.00,,2.04,0.000
12/23/2020 21:25:00,20,1,10,0,1.24,0.00,0.000,215926.00,,2.05,0.000
12/23/2020 21:26:00,20,1,10,0,1.20,0.00,0.000,215926.00,,2.06,0.000
12/23/2020 21:27:00,20,1,10,0,1.24,0.00,0.000,215926.00,,2.04,0.000
12/23/2020 21:28:00,20,1,10,0,1.20,0.00,0.000,215926.00,,2.03,0.000
12/23/2020 21:29:00,20,1,10,0,1.11,0.00,0.000,215926.00,,2.06,0.000
12/23/2020 21:30:00,20,1,10,0,1.24,0.00,0.000,215926.00,,2.06,0.000
12/23/2020 21:31:00,20,1,10,0,1.20,0.00,0.000,215926.00,,2.05,0.000
12/23/2020 21:32:00,20,1,10,0,1.24,0.00,0.000,215926.00,,2.04,0.000
12/23/2020 21:33:00,20,1,10,0,1.24,0.00,0.000,215926.00,,2.04,0.000
12/23/2020 21:34:00,20,1,10,0,1.20,0.00,0.000,215926.00,,2.05,0.000
12/23/2020 21:35:00,20,1,10,0,1.11,0.00,0.000,215926.00,,2.04,0.000
12/23/2020 21:36:00,20,1,10,0,1.20,0.00,0.000,215926.00,,2.04,0.000
12/23/2020 21:37:00,20,1,10,0,1.20,0.00,0.000,215926.00,,2.03,0.000
12/23/2020 21:38:00,20,1,10,0,1.24,0.00,0.000,215926.00,,2.05,0.000
12/23/2020 21:39:00,20,1,10,0,1.20,0.00,0.000,215926.00,,2.06,0.000
12/23/2020 21:40:00,20,1,10,0,1.24,0.00,0.000,215926.00,,2.04,0.000
12/23/2020 21:41:00,20,1,10,0,1.24,0.00,0.000,215926.00,,2.06,0.000
12/23/2020 21:42:00,20,1,10,0,1.24,0.00,0.000,215926.00,,2.08,0.000
12/23/2020 21:43:00,20,1,10,0,1.24,0.00,0.000,215926.00,,2.07,0.000
12/23/2020 21:44:00,20,1,10,0,1.24,0.00,0.000,215926.00,,2.10,0.000
