Station Name,model and version,XL2 S/N,,,
9/9/2020,1:35:00,FlowVolume,238379.96,,G
9/9/2020,1:40:00,PT Level,-0.35,in,G
9/9/2020,1:40:00,Flow_cfs,0,,G
9/9/2020,1:40:00,Aliquot_Num,31,ali,G
9/9/2020,1:40:00,Curr_Pacing,600000,,G
9/9/2020,1:40:00,FlowVolume,238379.96,,G
9/9/2020,1:45:00,PT Level,-0.33,in,G
9/9/2020,1:45:00,Aliquot_Num,31,ali,G
9/9/2020,1:45:00,Flow_cfs,0,,G
9/9/2020,1:45:00,Curr_Pacing,600000,,G
9/9/2020,1:45:00,FlowVolume,238379.96,,G
9/9/2020,1:50:00,PT Level,-0.34,in,G
9/9/2020,1:50:00,Aliquot_Num,31,ali,G
9/9/2020,1:50:00,Flow_cfs,0,,G
9/9/2020,1:50:00,Curr_Pacing,600000,,G
9/9/2020,1:50:00,FlowVolume,238379.96,,G
9/9/2020,1:55:00,PT Level,-0.34,in,G
9/9/2020,1:55:00,Flow_cfs,0,,G
9/9/2020,1:55:00,Aliquot_Num,31,ali,G
9/9/2020,1:55:00,Curr_Pacing,600000,,G
9/9/2020,1:55:00,FlowVolume,238379.96,,G
9/9/2020,2:00:00,PT Level,-0.33,in,G
9/9/2020,2:00:00,Flow_cfs,0,,G
9/9/2020,2:00:00,Aliquot_Num,31,ali,G
9/9/2020,2:00:00,Curr_Pacing,600000,,G
9/9/2020,2:00:00,FlowVolume,238379.96,,G
9/9/2020,2:05:00,PT Level,-0.33,in,G
9/9/2020,2:05:00,Flow_cfs,0,,G
9/9/2020,2:05:00,Aliquot_Num,31,ali,G
9/9/2020,2:05:00,Curr_Pacing,600000,,G
9/9/2020,2:05:00,FlowVolume,238379.96,,G
9/9/2020,2:10:00,PT Level,-0.32,in,G
9/9/2020,2:10:00,Aliquot_Num,31,ali,G
9/9/2020,2:10:00,Flow_cfs,0,,G
9/9/2020,2:10:00,Curr_Pacing,600000,,G
9/9/2020,2:10:00,FlowVolume,238379.96,,G
9/9/2020,2:15:00,PT Level,-0.32,in,G
9/9/2020,2:15:00,Aliquot_Num,31,ali,G
9/9/2020,2:15:00,Flow_cfs,0,,G
9/9/2020,2:15:00,Curr_Pacing,600000,,G
9/9/2020,2:15:00,FlowVolume,238379.96,,G
9/9/2020,2:20:00,PT Level,-0.33,in,G
9/9/2020,2:20:00,Aliquot_Num,31,ali,G
9/9/2020,2:20:00,Flow_cfs,0,,G
9/9/2020,2:20:00,Curr_Pacing,600000,,G
9/9/2020,2:20:00,FlowVolume,238379.96,,G
9/9/2020,2:25:00,PT Level,-0.35,in,G
9/9/2020,2:25:00,Flow_cfs,0,,G
9/9/2020,2:25:00,Aliquot_Num,31,ali,G
9/9/2020,2:25:00,Curr_Pacing,600000,,G
9/9/2020,2:25:00,FlowVolume,238379.96,,G
9/9/2020,2:30:00,PT Level,-0.33,in,G
9/9/2020,2:30:00,Aliquot_Num,31,ali,G
9/9/2020,2:30:00,Flow_cfs,0,,G
9/9/2020,2:30:00,Curr_Pacing,600000,,G
9/9/2020,2:30:00,FlowVolume,238379.96,,G
9/9/2020,2:35:00,PT Level,-0.34,in,G
9/9/2020,2:35:00,Aliquot_Num,31,ali,G
9/9/2020,2:35:00,Flow_cfs,0,,G
9/9/2020,2:35:00,Curr_Pacing,600000,,G
9/9/2020,2:35:00,FlowVolume,238379.96,,G
9/9/2020,2:40:00,PT Level,-0.34,in,G
9/9/2020,2:40:00,Aliquot_Num,31,ali,G
9/9/2020,2:40:00,Flow_cfs,0,,G
9/9/2020,2:40:00,Curr_Pacing,600000,,G
9/9/2020,2:40:00,FlowVolume,238379.96,,G
9/9/2020,2:45:00,PT Level,-0.32,in,G
9/9/2020,2:45:00,Flow_cfs,0,,G
9/9/2020,2:45:00,Aliquot_Num,31,ali,G
9/9/2020,2:45:00,Curr_Pacing,600000,,G
9/9/2020,2:45:00,FlowVolume,238379.96,,G
9/9/2020,2:50:00,PT Level,-0.35,in,G
9/9/2020,2:50:00,Flow_cfs,0,,G
9/9/2020,2:50:00,Aliquot_Num,31,ali,G
9/9/2020,2:50:00,Curr_Pacing,600000,,G
9/9/2020,2:50:00,FlowVolume,238379.96,,G
9/9/2020,2:55:00,PT Level,-0.33,in,G
9/9/2020,2:55:00,Aliquot_Num,31,ali,G
9/9/2020,2:55:00,Flow_cfs,0,,G
9/9/2020,2:55:00,Curr_Pacing,600000,,G
9/9/2020,2:55:00,FlowVolume,238379.96,,G
9/9/2020,3:00:00,PT Level,-0.33,in,G
9/9/2020,3:00:00,Aliquot_Num,31,ali,G
9/9/2020,3:00:00,Flow_cfs,0,,G
9/9/2020,3:00:00,Curr_Pacing,600000,,G
9/9/2020,3:00:00,FlowVolume,238379.96,,G
9/9/2020,3:05:00,PT Level,-0.33,in,G
9/9/2020,3:05:00,Aliquot_Num,31,ali,G
9/9/2020,3:05:00,Flow_cfs,0,,G
9/9/2020,3:05:00,Curr_Pacing,600000,,G
9/9/2020,3:05:00,FlowVolume,238379.96,,G
9/9/2020,3:10:00,PT Level,-0.33,in,G
9/9/2020,3:10:00,Flow_cfs,0,,G
9/9/2020,3:10:00,Aliquot_Num,31,ali,G
9/9/2020,3:10:00,Curr_Pacing,600000,,G
9/9/2020,3:10:00,FlowVolume,238379.96,,G
9/9/2020,3:15:00,PT Level,-0.34,in,G
9/9/2020,3:15:00,Aliquot_Num,31,ali,G
9/9/2020,3:15:00,Flow_cfs,0,,G
9/9/2020,3:15:00,Curr_Pacing,600000,,G
9/9/2020,3:15:00,FlowVolume,238379.96,,G
9/9/2020,3:20:00,PT Level,-0.33,in,G
9/9/2020,3:20:00,Aliquot_Num,31,ali,G
9/9/2020,3:20:00,Flow_cfs,0,,G
9/9/2020,3:20:00,Curr_Pacing,600000,,G
9/9/2020,3:20:00,FlowVolume,238379.96,,G
9/9/2020,3:25:00,PT Level,-0.33,in,G
9/9/2020,3:25:00,Aliquot_Num,31,ali,G
9/9/2020,3:25:00,Flow_cfs,0,,G
9/9/2020,3:25:00,Curr_Pacing,600000,,G
9/9/2020,3:25:00,FlowVolume,238379.96,,G
9/9/2020,3:30:00,PT Level,-0.34,in,G
9/9/2020,3:30:00,Flow_cfs,0,,G
9/9/2020,3:30:00,Aliquot_Num,31,ali,G
9/9/2020,3:30:00,Curr_Pacing,600000,,G
9/9/2020,3:30:00,FlowVolume,238379.96,,G
9/9/2020,3:35:00,PT Level,-0.35,in,G
9/9/2020,3:35:00,Flow_cfs,0,,G
9/9/2020,3:35:00,Aliquot_Num,31,ali,G
9/9/2020,3:35:00,Curr_Pacing,600000,,G
9/9/2020,3:35:00,FlowVolume,238379.96,,G
9/9/2020,3:40:00,PT Level,-0.32,in,G
9/9/2020,3:40:00,Aliquot_Num,31,ali,G
9/9/2020,3:40:00,Flow_cfs,0,,G
9/9/2020,3:40:00,Curr_Pacing,600000,,G
9/9/2020,3:40:00,FlowVolume,238379.96,,G
9/9/2020,3:45:00,PT Level,-0.33,in,G
9/9/2020,3:45:00,Aliquot_Num,31,ali,G
9/9/2020,3:45:00,Flow_cfs,0,,G
9/9/2020,3:45:00,Curr_Pacing,600000,,G
9/9/2020,3:45:00,FlowVolume,238379.96,,G
9/9/2020,3:50:00,PT Level,-0.34,in,G
9/9/2020,3:50:00,Aliquot_Num,31,ali,G
9/9/2020,3:50:00,Flow_cfs,0,,G
9/9/2020,3:50:00,Curr_Pacing,600000,,G
9/9/2020,3:50:00,FlowVolume,238379.96,,G
9/9/2020,3:55:00,PT Level,-0.33,in,G
9/9/2020,3:55:00,Flow_cfs,0,,G
9/9/2020,3:55:00,Aliquot_Num,31,ali,G
9/9/2020,3:55:00,Curr_Pacing,600000,,G
9/9/2020,3:55:00,FlowVolume,238379.96,,G
9/9/2020,4:00:00,PT Level,-0.33,in,G
9/9/2020,4:00:00,Aliquot_Num,31,ali,G
9/9/2020,4:00:00,Flow_cfs,0,,G
9/9/2020,4:00:00,Curr_Pacing,600000,,G
9/9/2020,4:00:00,FlowVolume,238379.96,,G
9/9/2020,4:05:00,PT Level,-0.33,in,G
9/9/2020,4:05:00,Aliquot_Num,31,ali,G
9/9/2020,4:05:00,Flow_cfs,0,,G
9/9/2020,4:05:00,Curr_Pacing,600000,,G
9/9/2020,4:05:00,FlowVolume,238379.96,,G
9/9/2020,4:10:00,PT Level,-0.33,in,G
9/9/2020,4:10:00,Aliquot_Num,31,ali,G
9/9/2020,4:10:00,Flow_cfs,0,,G
9/9/2020,4:10:00,Curr_Pacing,600000,,G
9/9/2020,4:10:00,FlowVolume,238379.96,,G
9/9/2020,4:15:00,PT Level,-0.33,in,G
9/9/2020,4:15:00,Flow_cfs,0,,G
9/9/2020,4:15:00,Aliquot_Num,31,ali,G
9/9/2020,4:15:00,Curr_Pacing,600000,,G
9/9/2020,4:15:00,FlowVolume,238379.96,,G
9/9/2020,4:20:00,PT Level,-0.33,in,G
9/9/2020,4:20:00,Flow_cfs,0,,G
9/9/2020,4:20:00,Aliquot_Num,31,ali,G
9/9/2020,4:20:00,Curr_Pacing,600000,,G
9/9/2020,4:20:00,FlowVolume,238379.96,,G
9/9/2020,4:25:00,PT Level,-0.33,in,G
9/9/2020,4:25:00,Aliquot_Num,31,ali,G
9/9/2020,4:25:00,Flow_cfs,0,,G
9/9/2020,4:25:00,Curr_Pacing,600000,,G
9/9/2020,4:25:00,FlowVolume,238379.96,,G
9/9/2020,4:30:00,PT Level,-0.33,in,G
9/9/2020,4:30:00,Aliquot_Num,31,ali,G
9/9/2020,4:30:00,Flow_cfs,0,,G
9/9/2020,4:30:00,Curr_Pacing,600000,,G
9/9/2020,4:30:00,FlowVolume,238379.96,,G
9/9/2020,4:35:00,PT Level,-0.35,in,G
9/9/2020,4:35:00,Aliquot_Num,31,ali,G
9/9/2020,4:35:00,Flow_cfs,0,,G
9/9/2020,4:35:00,Curr_Pacing,600000,,G
9/9/2020,4:35:00,FlowVolume,238379.96,,G
9/9/2020,4:40:00,PT Level,-0.34,in,G
9/9/2020,4:40:00,Flow_cfs,0,,G
9/9/2020,4:40:00,Aliquot_Num,31,ali,G
9/9/2020,4:40:00,Curr_Pacing,600000,,G
9/9/2020,4:40:00,FlowVolume,238379.96,,G
9/9/2020,4:45:00,PT Level,-0.35,in,G
9/9/2020,4:45:00,Aliquot_Num,31,ali,G
9/9/2020,4:45:00,Flow_cfs,0,,G
9/9/2020,4:45:00,Curr_Pacing,600000,,G
9/9/2020,4:45:00,FlowVolume,238379.96,,G
9/9/2020,4:50:00,PT Level,-0.34,in,G
9/9/2020,4:50:00,Aliquot_Num,31,ali,G
9/9/2020,4:50:00,Flow_cfs,0,,G
9/9/2020,4:50:00,Curr_Pacing,600000,,G
9/9/2020,4:50:00,FlowVolume,238379.96,,G
9/9/2020,4:55:00,PT Level,-0.34,in,G
9/9/2020,4:55:00,Aliquot_Num,31,ali,G
9/9/2020,4:55:00,Flow_cfs,0,,G
9/9/2020,4:55:00,Curr_Pacing,600000,,G
9/9/2020,4:55:00,FlowVolume,238379.96,,G
9/9/2020,5:00:00,PT Level,-0.33,in,G
9/9/2020,5:00:00,Aliquot_Num,31,ali,G
9/9/2020,5:00:00,Flow_cfs,0,,G
9/9/2020,5:00:00,Curr_Pacing,600000,,G
9/9/2020,5:00:00,FlowVolume,238379.96,,G
9/9/2020,5:05:00,PT Level,-0.33,in,G
9/9/2020,5:05:00,Flow_cfs,0,,G
9/9/2020,5:05:00,Aliquot_Num,31,ali,G
9/9/2020,5:05:00,Curr_Pacing,600000,,G
9/9/2020,5:05:00,FlowVolume,238379.96,,G
9/9/2020,5:10:00,PT Level,-0.34,in,G
9/9/2020,5:10:00,Aliquot_Num,31,ali,G
9/9/2020,5:10:00,Flow_cfs,0,,G
9/9/2020,5:10:00,Curr_Pacing,600000,,G
9/9/2020,5:10:00,FlowVolume,238379.96,,G
9/9/2020,5:15:00,PT Level,-0.35,in,G
9/9/2020,5:15:00,Aliquot_Num,31,ali,G
9/9/2020,5:15:00,Flow_cfs,0,,G
9/9/2020,5:15:00,Curr_Pacing,600000,,G
9/9/2020,5:15:00,FlowVolume,238379.96,,G
9/9/2020,5:20:00,PT Level,-0.33,in,G
9/9/2020,5:20:00,Aliquot_Num,31,ali,G
9/9/2020,5:20:00,Flow_cfs,0,,G
9/9/2020,5:20:00,Curr_Pacing,600000,,G
9/9/2020,5:20:00,FlowVolume,238379.96,,G
9/9/2020,5:25:00,PT Level,-0.33,in,G
9/9/2020,5:25:00,Flow_cfs,0,,G
9/9/2020,5:25:00,Aliquot_Num,31,ali,G
9/9/2020,5:25:00,Curr_Pacing,600000,,G
9/9/2020,5:25:00,FlowVolume,238379.96,,G
9/9/2020,5:30:00,PT Level,-0.33,in,G
9/9/2020,5:30:00,Flow_cfs,0,,G
9/9/2020,5:30:00,Aliquot_Num,31,ali,G
9/9/2020,5:30:00,Curr_Pacing,600000,,G
9/9/2020,5:30:00,FlowVolume,238379.96,,G
9/9/2020,5:35:00,PT Level,-0.33,in,G
9/9/2020,5:35:00,Aliquot_Num,31,ali,G
9/9/2020,5:35:00,Flow_cfs,0,,G
9/9/2020,5:35:00,Curr_Pacing,600000,,G
9/9/2020,5:35:00,FlowVolume,238379.96,,G
9/9/2020,5:40:00,PT Level,-0.33,in,G
9/9/2020,5:40:00,Aliquot_Num,31,ali,G
9/9/2020,5:40:00,Flow_cfs,0,,G
9/9/2020,5:40:00,Curr_Pacing,600000,,G
9/9/2020,5:40:00,FlowVolume,238379.96,,G
9/9/2020,5:45:00,PT Level,-0.34,in,G
9/9/2020,5:45:00,Aliquot_Num,31,ali,G
9/9/2020,5:45:00,Flow_cfs,0,,G
9/9/2020,5:45:00,Curr_Pacing,600000,,G
9/9/2020,5:45:00,FlowVolume,238379.96,,G
9/9/2020,5:50:00,PT Level,-0.35,in,G
9/9/2020,5:50:00,Flow_cfs,0,,G
9/9/2020,5:50:00,Aliquot_Num,31,ali,G
9/9/2020,5:50:00,Curr_Pacing,600000,,G
9/9/2020,5:50:00,FlowVolume,238379.96,,G
9/9/2020,5:55:00,PT Level,-0.35,in,G
9/9/2020,5:55:00,Aliquot_Num,31,ali,G
9/9/2020,5:55:00,Flow_cfs,0,,G
9/9/2020,5:55:00,Curr_Pacing,600000,,G
9/9/2020,5:55:00,FlowVolume,238379.96,,G
9/9/2020,6:00:00,PT Level,-0.33,in,G
9/9/2020,6:00:00,Aliquot_Num,31,ali,G
9/9/2020,6:00:00,Flow_cfs,0,,G
9/9/2020,6:00:00,Curr_Pacing,600000,,G
9/9/2020,6:00:00,FlowVolume,238379.96,,G
9/9/2020,6:05:00,PT Level,-0.35,in,G
9/9/2020,6:05:00,Aliquot_Num,31,ali,G
9/9/2020,6:05:00,Flow_cfs,0,,G
9/9/2020,6:05:00,Curr_Pacing,600000,,G
9/9/2020,6:05:00,FlowVolume,238379.96,,G
9/9/2020,6:10:00,PT Level,-0.34,in,G
9/9/2020,6:10:00,Flow_cfs,0,,G
9/9/2020,6:10:00,Aliquot_Num,31,ali,G
9/9/2020,6:10:00,Curr_Pacing,600000,,G
9/9/2020,6:10:00,FlowVolume,238379.96,,G
9/9/2020,6:15:00,PT Level,-0.35,in,G
9/9/2020,6:15:00,Flow_cfs,0,,G
9/9/2020,6:15:00,Aliquot_Num,31,ali,G
9/9/2020,6:15:00,Curr_Pacing,600000,,G
9/9/2020,6:15:00,FlowVolume,238379.96,,G
9/9/2020,6:20:00,PT Level,-0.34,in,G
9/9/2020,6:20:00,Aliquot_Num,31,ali,G
9/9/2020,6:20:00,Flow_cfs,0,,G
9/9/2020,6:20:00,Curr_Pacing,600000,,G
9/9/2020,6:20:00,FlowVolume,238379.96,,G
9/9/2020,6:25:00,PT Level,-0.34,in,G
9/9/2020,6:25:00,Aliquot_Num,31,ali,G
9/9/2020,6:25:00,Flow_cfs,0,,G
9/9/2020,6:25:00,Curr_Pacing,600000,,G
9/9/2020,6:25:00,FlowVolume,238379.96,,G
9/9/2020,6:30:00,PT Level,-0.33,in,G
9/9/2020,6:30:00,Aliquot_Num,31,ali,G
9/9/2020,6:30:00,Flow_cfs,0,,G
9/9/2020,6:30:00,Curr_Pacing,600000,,G
9/9/2020,6:30:00,FlowVolume,238379.96,,G
9/9/2020,6:35:00,PT Level,-0.33,in,G
9/9/2020,6:35:00,Flow_cfs,0,,G
9/9/2020,6:35:00,Aliquot_Num,31,ali,G
9/9/2020,6:35:00,Curr_Pacing,600000,,G
9/9/2020,6:35:00,FlowVolume,238379.96,,G
9/9/2020,6:40:00,PT Level,-0.34,in,G
9/9/2020,6:40:00,Aliquot_Num,31,ali,G
9/9/2020,6:40:00,Flow_cfs,0,,G
9/9/2020,6:40:00,Curr_Pacing,600000,,G
9/9/2020,6:40:00,FlowVolume,238379.96,,G
9/9/2020,6:45:00,PT Level,-0.35,in,G
9/9/2020,6:45:00,Aliquot_Num,31,ali,G
9/9/2020,6:45:00,Flow_cfs,0,,G
9/9/2020,6:45:00,Curr_Pacing,600000,,G
9/9/2020,6:45:00,FlowVolume,238379.96,,G
9/9/2020,6:50:00,PT Level,-0.33,in,G
9/9/2020,6:50:00,Aliquot_Num,31,ali,G
9/9/2020,6:50:00,Flow_cfs,0,,G
9/9/2020,6:50:00,Curr_Pacing,600000,,G
9/9/2020,6:50:00,FlowVolume,238379.96,,G
9/9/2020,6:55:00,PT Level,-0.34,in,G
9/9/2020,6:55:00,Flow_cfs,0,,G
9/9/2020,6:55:00,Aliquot_Num,31,ali,G
9/9/2020,6:55:00,Curr_Pacing,600000,,G
9/9/2020,6:55:00,FlowVolume,238379.96,,G
9/9/2020,7:00:00,PT Level,-0.34,in,G
9/9/2020,7:00:00,Flow_cfs,0,,G
9/9/2020,7:00:00,Aliquot_Num,31,ali,G
9/9/2020,7:00:00,Curr_Pacing,600000,,G
9/9/2020,7:00:00,FlowVolume,238379.96,,G
9/9/2020,7:05:00,PT Level,-0.35,in,G
9/9/2020,7:05:00,Aliquot_Num,31,ali,G
9/9/2020,7:05:00,Flow_cfs,0,,G
9/9/2020,7:05:00,Curr_Pacing,600000,,G
9/9/2020,7:05:00,FlowVolume,238379.96,,G
9/9/2020,7:10:00,PT Level,-0.34,in,G
9/9/2020,7:10:00,Aliquot_Num,31,ali,G
9/9/2020,7:10:00,Flow_cfs,0,,G
9/9/2020,7:10:00,Curr_Pacing,600000,,G
9/9/2020,7:10:00,FlowVolume,238379.96,,G
9/9/2020,7:15:00,PT Level,-0.34,in,G
9/9/2020,7:15:00,Aliquot_Num,31,ali,G
9/9/2020,7:15:00,Flow_cfs,0,,G
9/9/2020,7:15:00,Curr_Pacing,600000,,G
9/9/2020,7:15:00,FlowVolume,238379.96,,G
9/9/2020,7:20:00,PT Level,-0.33,in,G
9/9/2020,7:20:00,Flow_cfs,0,,G
9/9/2020,7:20:00,Aliquot_Num,31,ali,G
9/9/2020,7:20:00,Curr_Pacing,600000,,G
9/9/2020,7:20:00,FlowVolume,238379.96,,G
9/9/2020,7:25:00,PT Level,-0.35,in,G
9/9/2020,7:25:00,Aliquot_Num,31,ali,G
9/9/2020,7:25:00,Flow_cfs,0,,G
9/9/2020,7:25:00,Curr_Pacing,600000,,G
9/9/2020,7:25:00,FlowVolume,238379.96,,G
9/9/2020,7:30:00,PT Level,-0.35,in,G
9/9/2020,7:30:00,Aliquot_Num,31,ali,G
9/9/2020,7:30:00,Flow_cfs,0,,G
9/9/2020,7:30:00,Curr_Pacing,600000,,G
9/9/2020,7:30:00,FlowVolume,238379.96,,G
9/9/2020,7:35:00,PT Level,-0.35,in,G
9/9/2020,7:35:00,Aliquot_Num,31,ali,G
9/9/2020,7:35:00,Flow_cfs,0,,G
9/9/2020,7:35:00,Curr_Pacing,600000,,G
9/9/2020,7:35:00,FlowVolume,238379.96,,G
9/9/2020,7:40:00,PT Level,-0.34,in,G
9/9/2020,7:40:00,Flow_cfs,0,,G
9/9/2020,7:40:00,Aliquot_Num,31,ali,G
9/9/2020,7:40:00,Curr_Pacing,600000,,G
9/9/2020,7:40:00,FlowVolume,238379.96,,G
9/9/2020,7:45:00,PT Level,-0.35,in,G
9/9/2020,7:45:00,Flow_cfs,0,,G
9/9/2020,7:45:00,Aliquot_Num,31,ali,G
9/9/2020,7:45:00,Curr_Pacing,600000,,G
9/9/2020,7:45:00,FlowVolume,238379.96,,G
9/9/2020,7:50:00,PT Level,-0.35,in,G
9/9/2020,7:50:00,Aliquot_Num,31,ali,G
9/9/2020,7:50:00,Flow_cfs,0,,G
9/9/2020,7:50:00,Curr_Pacing,600000,,G
9/9/2020,7:50:00,FlowVolume,238379.96,,G
9/9/2020,7:55:00,PT Level,-0.35,in,G
9/9/2020,7:55:00,Aliquot_Num,31,ali,G
9/9/2020,7:55:00,Flow_cfs,0,,G
9/9/2020,7:55:00,Curr_Pacing,600000,,G
9/9/2020,7:55:00,FlowVolume,238379.96,,G
9/9/2020,8:00:00,PT Level,-0.34,in,G
9/9/2020,8:00:00,Aliquot_Num,31,ali,G
9/9/2020,8:00:00,Flow_cfs,0,,G
9/9/2020,8:00:00,Curr_Pacing,600000,,G
9/9/2020,8:00:00,FlowVolume,238379.96,,G
9/9/2020,8:05:00,PT Level,-0.35,in,G
9/9/2020,8:05:00,Flow_cfs,0,,G
9/9/2020,8:05:00,Aliquot_Num,31,ali,G
9/9/2020,8:05:00,Curr_Pacing,600000,,G
9/9/2020,8:05:00,FlowVolume,238379.96,,G
9/9/2020,8:10:00,PT Level,-0.34,in,G
9/9/2020,8:10:00,Aliquot_Num,31,ali,G
9/9/2020,8:10:00,Flow_cfs,0,,G
9/9/2020,8:10:00,Curr_Pacing,600000,,G
9/9/2020,8:10:00,FlowVolume,238379.96,,G
9/9/2020,8:15:00,PT Level,-0.35,in,G
9/9/2020,8:15:00,Aliquot_Num,31,ali,G
9/9/2020,8:15:00,Flow_cfs,0,,G
9/9/2020,8:15:00,Curr_Pacing,600000,,G
